word,reading,pos,sub_pos,len,category,sub_cate
料理,リョウリ,名詞,サ変接続,4,動き,炊事・調理
旅行,リョコウ,名詞,サ変接続,4,動き,旅・行楽
輪郭,リンカク,名詞,連体,4,もの・こと,形・型・姿・構え
臨終,リンジュウ,名詞,時 連用,5,もの・こと,終始
留守,ルス,名詞,サ変接続,2,動き,存在
例外,レイガイ,名詞,形容,4,状態,類・例
冷静,レイセイ,名詞,形容,4,状態,安心・焦燥・満足
冷凍,レイトウ,名詞,サ変接続,4,動き,炊事・調理
冷房,レイボウ,名詞,サ変接続,4,動き,技術・設備・修理
劣化,レッカ,名詞,サ変接続,3,動き,作用・変化
連想,レンソウ,名詞,サ変接続,4,動き,判断・推測・評価
連動,レンドウ,名詞,サ変接続,4,動き,動き
連綿,レンメン,名詞,形容,4,状態,連続・反復
連絡,レンラク,名詞,サ変接続,4,動き,連絡・所属
漏洩,ロウエイ,名詞,サ変接続,4,動き,漏れ・吸入など
老後,ロウゴ,名詞,時 連用,3,もの・こと,時間的前後
老人,ロウジン,名詞,呼称,4,もの・こと,老少
老人向け,ロウジンムケ,名詞,呼称,6,もの・こと,口語・IT
漏水,ロウスイ,名詞,サ変接続,4,動き,漏れ・吸入など
老衰,ロウスイ,名詞,サ変接続,4,動き,生
労働者,ロウドウシャ,名詞,形容,6,状態,職人
碌,ロク,名詞,形容,2,状態,数記号（一二三）
ログイン,ログイン,名詞,サ変接続,4,動き,口語・IT
録音,ロクオン,名詞,サ変接続,4,動き,練り・塗り・撃ち・録音・撮影
ロック,ロック,名詞,サ変接続,3,動き,日用品
若い,ワカイ,形容詞,,3,状態,新旧・遅速
若手,ワカテ,名詞,連体,3,もの・こと,老少
わがまま,ワガママ,名詞,形容,4,状態,意志
若者,ワカモノ,名詞,連体,4,もの・こと,老少
若々しい,ワカワカシイ,形容詞,,6,状態,新旧・遅速
輪切,ワギリ,名詞,サ変接続,3,動き,切断
僅か,ワズカ,名詞,形容,3,状態,多少
悪い,ワルイ,形容詞,,3,状態,良不良・適不適
